model,subject,sim_within_subject,trial,choice
wsls,232,20,113,1
repetition,232,20,114,0
wsls,232,20,114,0
repetition,232,20,115,0
wsls,232,20,115,1
repetition,232,20,116,0
wsls,232,20,116,1
repetition,232,20,117,1
wsls,232,20,117,1
repetition,232,20,118,1
wsls,232,20,118,1
repetition,232,20,119,1
wsls,232,20,119,0
repetition,232,20,120,1
wsls,232,20,120,0
repetition,232,20,121,1
wsls,232,20,121,1
repetition,232,20,122,1
wsls,232,20,122,1
repetition,232,20,123,1
wsls,232,20,123,1
repetition,232,20,124,1
wsls,232,20,124,0
repetition,232,20,125,1
wsls,232,20,125,1
repetition,232,20,126,1
wsls,232,20,126,0
repetition,232,20,127,0
wsls,232,20,127,1
repetition,232,20,128,0
wsls,232,20,128,1
repetition,232,20,129,0
wsls,232,20,129,1
repetition,232,20,130,0
wsls,232,20,130,1
repetition,232,20,131,0
wsls,232,20,131,1
repetition,232,20,132,0
wsls,232,20,132,0
repetition,232,20,133,0
wsls,232,20,133,1
repetition,232,20,134,0
wsls,232,20,134,0
repetition,232,20,135,0
wsls,232,20,135,1
repetition,232,20,136,0
wsls,232,20,136,1
repetition,232,20,137,0
wsls,232,20,137,1
repetition,232,20,138,0
wsls,232,20,138,0
repetition,232,20,139,0
wsls,232,20,139,0
repetition,232,20,140,0
wsls,232,20,140,1
repetition,232,21,1,1
wsls,232,21,1,1
repetition,232,21,2,1
wsls,232,21,2,0
repetition,232,21,3,1
wsls,232,21,3,0
repetition,232,21,4,1
wsls,232,21,4,0
repetition,232,21,5,1
wsls,232,21,5,1
repetition,232,21,6,1
wsls,232,21,6,1
repetition,232,21,7,1
wsls,232,21,7,0
repetition,232,21,8,1
wsls,232,21,8,0
repetition,232,21,9,0
wsls,232,21,9,0
repetition,232,21,10,0
wsls,232,21,10,0
repetition,232,21,11,0
wsls,232,21,11,0
repetition,232,21,12,0
wsls,232,21,12,0
repetition,232,21,13,0
wsls,232,21,13,1
repetition,232,21,14,0
wsls,232,21,14,0
repetition,232,21,15,0
wsls,232,21,15,0
repetition,232,21,16,0
wsls,232,21,16,0
repetition,232,21,17,0
wsls,232,21,17,1
repetition,232,21,18,0
wsls,232,21,18,0
repetition,232,21,19,1
wsls,232,21,19,1
repetition,232,21,20,1
wsls,232,21,20,0
repetition,232,21,21,0
wsls,232,21,21,0
repetition,232,21,22,0
wsls,232,21,22,0
repetition,232,21,23,0
wsls,232,21,23,0
repetition,232,21,24,1
wsls,232,21,24,0
repetition,232,21,25,1
wsls,232,21,25,0
repetition,232,21,26,1
wsls,232,21,26,1
repetition,232,21,27,1
wsls,232,21,27,0
repetition,232,21,28,1
wsls,232,21,28,0
repetition,232,21,29,1
wsls,232,21,29,0
repetition,232,21,30,1
wsls,232,21,30,1
repetition,232,21,31,1
wsls,232,21,31,0
repetition,232,21,32,1
wsls,232,21,32,0
repetition,232,21,33,1
wsls,232,21,33,1
repetition,232,21,34,1
wsls,232,21,34,1
repetition,232,21,35,1
wsls,232,21,35,0
repetition,232,21,36,1
wsls,232,21,36,0
repetition,232,21,37,1
wsls,232,21,37,0
repetition,232,21,38,1
wsls,232,21,38,0
repetition,232,21,39,1
wsls,232,21,39,0
repetition,232,21,40,1
wsls,232,21,40,1
repetition,232,21,41,1
wsls,232,21,41,1
repetition,232,21,42,1
wsls,232,21,42,0
repetition,232,21,43,0
wsls,232,21,43,0
repetition,232,21,44,0
wsls,232,21,44,0
repetition,232,21,45,0
wsls,232,21,45,1
repetition,232,21,46,0
wsls,232,21,46,0
repetition,232,21,47,0
wsls,232,21,47,0
repetition,232,21,48,0
wsls,232,21,48,1
repetition,232,21,49,0
wsls,232,21,49,0
repetition,232,21,50,0
wsls,232,21,50,0
repetition,232,21,51,0
wsls,232,21,51,0
repetition,232,21,52,0
wsls,232,21,52,0
repetition,232,21,53,0
wsls,232,21,53,1
repetition,232,21,54,0
wsls,232,21,54,1
repetition,232,21,55,0
wsls,232,21,55,1
repetition,232,21,56,0
wsls,232,21,56,0
repetition,232,21,57,0
wsls,232,21,57,0
repetition,232,21,58,0
wsls,232,21,58,0
repetition,232,21,59,0
wsls,232,21,59,0
repetition,232,21,60,0
wsls,232,21,60,0
repetition,232,21,61,0
wsls,232,21,61,0
repetition,232,21,62,0
wsls,232,21,62,0
repetition,232,21,63,1
wsls,232,21,63,0
repetition,232,21,64,1
wsls,232,21,64,0
repetition,232,21,65,1
wsls,232,21,65,0
repetition,232,21,66,1
wsls,232,21,66,0
repetition,232,21,67,1
wsls,232,21,67,1
repetition,232,21,68,1
wsls,232,21,68,1
repetition,232,21,69,1
wsls,232,21,69,0
repetition,232,21,70,1
wsls,232,21,70,1
repetition,232,21,71,1
wsls,232,21,71,0
repetition,232,21,72,1
wsls,232,21,72,1
repetition,232,21,73,1
wsls,232,21,73,1
repetition,232,21,74,1
wsls,232,21,74,0
repetition,232,21,75,1
wsls,232,21,75,1
repetition,232,21,76,1
wsls,232,21,76,1
repetition,232,21,77,0
wsls,232,21,77,1
repetition,232,21,78,0
wsls,232,21,78,1
repetition,232,21,79,0
wsls,232,21,79,0
repetition,232,21,80,0
wsls,232,21,80,0
repetition,232,21,81,0
wsls,232,21,81,1
repetition,232,21,82,0
wsls,232,21,82,0
repetition,232,21,83,0
wsls,232,21,83,0
repetition,232,21,84,0
wsls,232,21,84,0
repetition,232,21,85,0
wsls,232,21,85,0
repetition,232,21,86,0
wsls,232,21,86,1
repetition,232,21,87,0
wsls,232,21,87,0
repetition,232,21,88,0
wsls,232,21,88,0
repetition,232,21,89,0
wsls,232,21,89,0
repetition,232,21,90,0
wsls,232,21,90,1
repetition,232,21,91,0
wsls,232,21,91,0
repetition,232,21,92,0
wsls,232,21,92,0
repetition,232,21,93,0
wsls,232,21,93,0
repetition,232,21,94,0
wsls,232,21,94,1
repetition,232,21,95,0
wsls,232,21,95,0
repetition,232,21,96,0
wsls,232,21,96,1
repetition,232,21,97,0
wsls,232,21,97,1
repetition,232,21,98,0
wsls,232,21,98,0
repetition,232,21,99,0
wsls,232,21,99,1
repetition,232,21,100,0
wsls,232,21,100,1
repetition,232,21,101,0
wsls,232,21,101,1
repetition,232,21,102,0
wsls,232,21,102,0
repetition,232,21,103,0
wsls,232,21,103,0
repetition,232,21,104,0
wsls,232,21,104,0
repetition,232,21,105,0
wsls,232,21,105,0
repetition,232,21,106,0
wsls,232,21,106,0
repetition,232,21,107,0
wsls,232,21,107,1
repetition,232,21,108,0
wsls,232,21,108,0
repetition,232,21,109,0
wsls,232,21,109,1
repetition,232,21,110,1
wsls,232,21,110,0
repetition,232,21,111,1
wsls,232,21,111,1
repetition,232,21,112,1
wsls,232,21,112,0
repetition,232,21,113,1
wsls,232,21,113,1
repetition,232,21,114,1
wsls,232,21,114,1
repetition,232,21,115,1
wsls,232,21,115,1
repetition,232,21,116,1
wsls,232,21,116,1
repetition,232,21,117,1
wsls,232,21,117,1
repetition,232,21,118,1
wsls,232,21,118,1
repetition,232,21,119,1
wsls,232,21,119,0
repetition,232,21,120,1
wsls,232,21,120,1
repetition,232,21,121,1
wsls,232,21,121,1
repetition,232,21,122,1
wsls,232,21,122,1
repetition,232,21,123,0
wsls,232,21,123,0
repetition,232,21,124,0
wsls,232,21,124,1
repetition,232,21,125,0
wsls,232,21,125,0
repetition,232,21,126,0
wsls,232,21,126,1
repetition,232,21,127,0
wsls,232,21,127,1
repetition,232,21,128,0
wsls,232,21,128,0
repetition,232,21,129,0
wsls,232,21,129,0
repetition,232,21,130,1
wsls,232,21,130,0
repetition,232,21,131,1
wsls,232,21,131,1
repetition,232,21,132,1
wsls,232,21,132,1
repetition,232,21,133,1
wsls,232,21,133,1
repetition,232,21,134,1
wsls,232,21,134,1
repetition,232,21,135,1
wsls,232,21,135,1
repetition,232,21,136,0
wsls,232,21,136,1
repetition,232,21,137,0
wsls,232,21,137,1
repetition,232,21,138,0
wsls,232,21,138,0
repetition,232,21,139,0
wsls,232,21,139,1
repetition,232,21,140,1
wsls,232,21,140,1
repetition,232,22,1,1
wsls,232,22,1,0
repetition,232,22,2,1
wsls,232,22,2,0
repetition,232,22,3,1
wsls,232,22,3,0
repetition,232,22,4,0
wsls,232,22,4,0
repetition,232,22,5,0
wsls,232,22,5,0
repetition,232,22,6,0
wsls,232,22,6,0
repetition,232,22,7,0
wsls,232,22,7,0
repetition,232,22,8,0
wsls,232,22,8,1
repetition,232,22,9,0
wsls,232,22,9,1
repetition,232,22,10,0
wsls,232,22,10,1
repetition,232,22,11,0
wsls,232,22,11,1
repetition,232,22,12,0
wsls,232,22,12,0
repetition,232,22,13,0
wsls,232,22,13,1
repetition,232,22,14,0
wsls,232,22,14,0
repetition,232,22,15,0
wsls,232,22,15,0
repetition,232,22,16,0
wsls,232,22,16,0
repetition,232,22,17,0
wsls,232,22,17,1
repetition,232,22,18,0
wsls,232,22,18,1
repetition,232,22,19,1
wsls,232,22,19,1
repetition,232,22,20,1
wsls,232,22,20,1
repetition,232,22,21,1
wsls,232,22,21,0
repetition,232,22,22,1
wsls,232,22,22,1
repetition,232,22,23,0
wsls,232,22,23,0
repetition,232,22,24,0
wsls,232,22,24,1
repetition,232,22,25,0
wsls,232,22,25,0
repetition,232,22,26,0
wsls,232,22,26,1
repetition,232,22,27,0
wsls,232,22,27,0
repetition,232,22,28,0
wsls,232,22,28,0
repetition,232,22,29,0
wsls,232,22,29,0
repetition,232,22,30,1
wsls,232,22,30,0
repetition,232,22,31,1
wsls,232,22,31,1
repetition,232,22,32,1
wsls,232,22,32,1
repetition,232,22,33,1
wsls,232,22,33,0
repetition,232,22,34,1
wsls,232,22,34,0
repetition,232,22,35,1
wsls,232,22,35,1
repetition,232,22,36,1
wsls,232,22,36,0
repetition,232,22,37,1
wsls,232,22,37,1
repetition,232,22,38,1
wsls,232,22,38,1
repetition,232,22,39,1
wsls,232,22,39,1
repetition,232,22,40,1
wsls,232,22,40,1
repetition,232,22,41,1
wsls,232,22,41,0
repetition,232,22,42,1
wsls,232,22,42,1
repetition,232,22,43,1
wsls,232,22,43,0
repetition,232,22,44,1
wsls,232,22,44,1
repetition,232,22,45,1
wsls,232,22,45,0
repetition,232,22,46,1
wsls,232,22,46,0
repetition,232,22,47,1
wsls,232,22,47,1
repetition,232,22,48,0
wsls,232,22,48,1
repetition,232,22,49,0
wsls,232,22,49,1
repetition,232,22,50,0
wsls,232,22,50,1
repetition,232,22,51,0
wsls,232,22,51,1
repetition,232,22,52,0
wsls,232,22,52,0
repetition,232,22,53,0
wsls,232,22,53,1
repetition,232,22,54,0
wsls,232,22,54,0
repetition,232,22,55,0
wsls,232,22,55,1
repetition,232,22,56,0
wsls,232,22,56,1
repetition,232,22,57,0
wsls,232,22,57,0
repetition,232,22,58,0
wsls,232,22,58,0
repetition,232,22,59,1
wsls,232,22,59,0
repetition,232,22,60,1
wsls,232,22,60,0
repetition,232,22,61,1
wsls,232,22,61,0
repetition,232,22,62,1
wsls,232,22,62,1
repetition,232,22,63,1
wsls,232,22,63,1
repetition,232,22,64,0
wsls,232,22,64,0
repetition,232,22,65,0
wsls,232,22,65,0
repetition,232,22,66,0
wsls,232,22,66,0
repetition,232,22,67,0
wsls,232,22,67,0
repetition,232,22,68,0
wsls,232,22,68,0
repetition,232,22,69,0
wsls,232,22,69,1
repetition,232,22,70,0
wsls,232,22,70,0
repetition,232,22,71,0
wsls,232,22,71,0
repetition,232,22,72,0
wsls,232,22,72,0
repetition,232,22,73,0
wsls,232,22,73,0
repetition,232,22,74,0
wsls,232,22,74,0
repetition,232,22,75,0
wsls,232,22,75,1
repetition,232,22,76,0
wsls,232,22,76,1
repetition,232,22,77,0
wsls,232,22,77,0
repetition,232,22,78,0
wsls,232,22,78,1
repetition,232,22,79,0
wsls,232,22,79,1
repetition,232,22,80,0
wsls,232,22,80,1
repetition,232,22,81,0
wsls,232,22,81,0
repetition,232,22,82,0
wsls,232,22,82,0
repetition,232,22,83,0
wsls,232,22,83,0
repetition,232,22,84,0
wsls,232,22,84,0
repetition,232,22,85,0
wsls,232,22,85,1
repetition,232,22,86,0
wsls,232,22,86,1
repetition,232,22,87,0
wsls,232,22,87,1
repetition,232,22,88,0
wsls,232,22,88,0
repetition,232,22,89,0
wsls,232,22,89,0
repetition,232,22,90,0
wsls,232,22,90,1
repetition,232,22,91,0
wsls,232,22,91,1
repetition,232,22,92,0
wsls,232,22,92,0
repetition,232,22,93,0
wsls,232,22,93,0
repetition,232,22,94,0
wsls,232,22,94,0
repetition,232,22,95,0
wsls,232,22,95,0
repetition,232,22,96,0
wsls,232,22,96,0
repetition,232,22,97,0
wsls,232,22,97,1
repetition,232,22,98,0
wsls,232,22,98,1
repetition,232,22,99,0
wsls,232,22,99,0
repetition,232,22,100,0
wsls,232,22,100,0
repetition,232,22,101,0
wsls,232,22,101,0
repetition,232,22,102,1
wsls,232,22,102,0
repetition,232,22,103,1
wsls,232,22,103,1
repetition,232,22,104,1
wsls,232,22,104,0
repetition,232,22,105,1
wsls,232,22,105,1
repetition,232,22,106,1
wsls,232,22,106,0
repetition,232,22,107,1
wsls,232,22,107,1
repetition,232,22,108,1
wsls,232,22,108,1
repetition,232,22,109,0
wsls,232,22,109,0
repetition,232,22,110,0
wsls,232,22,110,1
repetition,232,22,111,1
wsls,232,22,111,0
repetition,232,22,112,1
wsls,232,22,112,1
repetition,232,22,113,1
wsls,232,22,113,1
repetition,232,22,114,1
wsls,232,22,114,0
repetition,232,22,115,1
wsls,232,22,115,1
repetition,232,22,116,1
wsls,232,22,116,1
repetition,232,22,117,1
wsls,232,22,117,0
repetition,232,22,118,1
wsls,232,22,118,1
repetition,232,22,119,0
wsls,232,22,119,1
repetition,232,22,120,0
wsls,232,22,120,0
repetition,232,22,121,0
wsls,232,22,121,1
repetition,232,22,122,0
wsls,232,22,122,1
repetition,232,22,123,0
wsls,232,22,123,0
repetition,232,22,124,0
wsls,232,22,124,1
repetition,232,22,125,0
wsls,232,22,125,0
repetition,232,22,126,0
wsls,232,22,126,1
repetition,232,22,127,0
wsls,232,22,127,0
repetition,232,22,128,0
wsls,232,22,128,0
repetition,232,22,129,0
wsls,232,22,129,1
repetition,232,22,130,0
wsls,232,22,130,1
repetition,232,22,131,0
wsls,232,22,131,1
repetition,232,22,132,0
wsls,232,22,132,1
repetition,232,22,133,1
wsls,232,22,133,0
repetition,232,22,134,1
wsls,232,22,134,1
repetition,232,22,135,1
wsls,232,22,135,1
repetition,232,22,136,1
wsls,232,22,136,1
repetition,232,22,137,1
wsls,232,22,137,1
repetition,232,22,138,1
wsls,232,22,138,0
repetition,232,22,139,1
wsls,232,22,139,1
repetition,232,22,140,1
wsls,232,22,140,1
repetition,232,23,1,0
wsls,232,23,1,0
repetition,232,23,2,0
wsls,232,23,2,0
repetition,232,23,3,0
wsls,232,23,3,0
repetition,232,23,4,0
wsls,232,23,4,0
repetition,232,23,5,0
wsls,232,23,5,0
repetition,232,23,6,0
wsls,232,23,6,0
repetition,232,23,7,0
wsls,232,23,7,1
repetition,232,23,8,0
wsls,232,23,8,0
repetition,232,23,9,0
wsls,232,23,9,1
repetition,232,23,10,0
wsls,232,23,10,0
repetition,232,23,11,0
wsls,232,23,11,0
repetition,232,23,12,0
wsls,232,23,12,0
repetition,232,23,13,0
wsls,232,23,13,0
repetition,232,23,14,0
wsls,232,23,14,0
repetition,232,23,15,0
wsls,232,23,15,1
repetition,232,23,16,0
wsls,232,23,16,0
repetition,232,23,17,0
wsls,232,23,17,0
repetition,232,23,18,0
wsls,232,23,18,0
repetition,232,23,19,0
wsls,232,23,19,1
repetition,232,23,20,0
wsls,232,23,20,0
repetition,232,23,21,1
wsls,232,23,21,0
repetition,232,23,22,1
wsls,232,23,22,0
repetition,232,23,23,1
wsls,232,23,23,0
repetition,232,23,24,1
wsls,232,23,24,0
repetition,232,23,25,1
wsls,232,23,25,0
repetition,232,23,26,1
wsls,232,23,26,0
repetition,232,23,27,1
wsls,232,23,27,1
repetition,232,23,28,0
wsls,232,23,28,1
repetition,232,23,29,0
wsls,232,23,29,0
repetition,232,23,30,0
wsls,232,23,30,1
repetition,232,23,31,0
wsls,232,23,31,1
repetition,232,23,32,0
wsls,232,23,32,1
repetition,232,23,33,0
wsls,232,23,33,1
repetition,232,23,34,0
wsls,232,23,34,0
repetition,232,23,35,0
wsls,232,23,35,0
repetition,232,23,36,0
wsls,232,23,36,1
repetition,232,23,37,0
wsls,232,23,37,0
repetition,232,23,38,0
wsls,232,23,38,0
repetition,232,23,39,0
wsls,232,23,39,1
repetition,232,23,40,0
wsls,232,23,40,1
repetition,232,23,41,0
wsls,232,23,41,1
repetition,232,23,42,0
wsls,232,23,42,0
repetition,232,23,43,0
wsls,232,23,43,0
repetition,232,23,44,0
wsls,232,23,44,0
repetition,232,23,45,0
wsls,232,23,45,1
repetition,232,23,46,0
wsls,232,23,46,0
repetition,232,23,47,0
wsls,232,23,47,1
repetition,232,23,48,0
wsls,232,23,48,1
repetition,232,23,49,0
wsls,232,23,49,1
repetition,232,23,50,0
wsls,232,23,50,0
repetition,232,23,51,1
wsls,232,23,51,1
repetition,232,23,52,1
wsls,232,23,52,1
repetition,232,23,53,1
wsls,232,23,53,0
repetition,232,23,54,1
wsls,232,23,54,0
repetition,232,23,55,1
wsls,232,23,55,0
repetition,232,23,56,1
wsls,232,23,56,1
repetition,232,23,57,1
wsls,232,23,57,1
repetition,232,23,58,1
wsls,232,23,58,1
repetition,232,23,59,1
wsls,232,23,59,0
repetition,232,23,60,1
wsls,232,23,60,0
repetition,232,23,61,1
wsls,232,23,61,1
repetition,232,23,62,1
wsls,232,23,62,0
repetition,232,23,63,1
wsls,232,23,63,0
repetition,232,23,64,1
wsls,232,23,64,1
repetition,232,23,65,1
wsls,232,23,65,0
repetition,232,23,66,1
wsls,232,23,66,0
repetition,232,23,67,1
wsls,232,23,67,1
repetition,232,23,68,1
wsls,232,23,68,1
repetition,232,23,69,1
wsls,232,23,69,0
repetition,232,23,70,1
wsls,232,23,70,1
repetition,232,23,71,1
wsls,232,23,71,1
repetition,232,23,72,1
wsls,232,23,72,1
repetition,232,23,73,1
wsls,232,23,73,0
repetition,232,23,74,1
wsls,232,23,74,0
repetition,232,23,75,1
wsls,232,23,75,1
repetition,232,23,76,1
wsls,232,23,76,1
repetition,232,23,77,1
wsls,232,23,77,1
repetition,232,23,78,1
wsls,232,23,78,1
repetition,232,23,79,1
wsls,232,23,79,0
repetition,232,23,80,1
wsls,232,23,80,0
repetition,232,23,81,1
wsls,232,23,81,1
repetition,232,23,82,1
wsls,232,23,82,0
repetition,232,23,83,1
wsls,232,23,83,0
repetition,232,23,84,1
wsls,232,23,84,0
repetition,232,23,85,1
wsls,232,23,85,0
repetition,232,23,86,1
wsls,232,23,86,1
repetition,232,23,87,1
wsls,232,23,87,0
repetition,232,23,88,1
wsls,232,23,88,0
repetition,232,23,89,1
wsls,232,23,89,1
repetition,232,23,90,0
wsls,232,23,90,0
repetition,232,23,91,0
wsls,232,23,91,0
repetition,232,23,92,0
wsls,232,23,92,1
repetition,232,23,93,0
wsls,232,23,93,0
repetition,232,23,94,0
wsls,232,23,94,0
repetition,232,23,95,0
wsls,232,23,95,1
repetition,232,23,96,0
wsls,232,23,96,1
repetition,232,23,97,0
wsls,232,23,97,0
repetition,232,23,98,0
wsls,232,23,98,0
repetition,232,23,99,0
wsls,232,23,99,1
repetition,232,23,100,0
wsls,232,23,100,0
repetition,232,23,101,0
wsls,232,23,101,1
repetition,232,23,102,0
wsls,232,23,102,0
repetition,232,23,103,0
wsls,232,23,103,1
repetition,232,23,104,1
wsls,232,23,104,0
repetition,232,23,105,0
wsls,232,23,105,0
repetition,232,23,106,0
wsls,232,23,106,1
repetition,232,23,107,0
wsls,232,23,107,0
repetition,232,23,108,0
wsls,232,23,108,1
repetition,232,23,109,0
wsls,232,23,109,1
repetition,232,23,110,0
wsls,232,23,110,1
repetition,232,23,111,0
wsls,232,23,111,0
repetition,232,23,112,0
wsls,232,23,112,0
repetition,232,23,113,0
wsls,232,23,113,0
repetition,232,23,114,0
wsls,232,23,114,0
repetition,232,23,115,0
wsls,232,23,115,0
repetition,232,23,116,1
wsls,232,23,116,1
repetition,232,23,117,1
wsls,232,23,117,1
repetition,232,23,118,1
wsls,232,23,118,1
repetition,232,23,119,1
wsls,232,23,119,1
repetition,232,23,120,1
wsls,232,23,120,1
repetition,232,23,121,1
wsls,232,23,121,1
repetition,232,23,122,0
wsls,232,23,122,1
repetition,232,23,123,0
wsls,232,23,123,0
repetition,232,23,124,0
wsls,232,23,124,1
repetition,232,23,125,0
wsls,232,23,125,1
repetition,232,23,126,0
wsls,232,23,126,1
repetition,232,23,127,1
wsls,232,23,127,1
repetition,232,23,128,1
wsls,232,23,128,1
repetition,232,23,129,1
wsls,232,23,129,0
repetition,232,23,130,1
wsls,232,23,130,0
repetition,232,23,131,1
wsls,232,23,131,1
repetition,232,23,132,1
wsls,232,23,132,1
repetition,232,23,133,1
wsls,232,23,133,1
repetition,232,23,134,1
wsls,232,23,134,0
repetition,232,23,135,1
wsls,232,23,135,0
repetition,232,23,136,1
wsls,232,23,136,1
repetition,232,23,137,1
wsls,232,23,137,1
repetition,232,23,138,1
wsls,232,23,138,0
repetition,232,23,139,1
wsls,232,23,139,1
repetition,232,23,140,1
wsls,232,23,140,1
repetition,232,24,1,1
wsls,232,24,1,0
repetition,232,24,2,1
wsls,232,24,2,0
repetition,232,24,3,1
wsls,232,24,3,0
repetition,232,24,4,1
wsls,232,24,4,0
repetition,232,24,5,1
wsls,232,24,5,1
repetition,232,24,6,1
wsls,232,24,6,0
repetition,232,24,7,1
wsls,232,24,7,1
repetition,232,24,8,0
wsls,232,24,8,0
repetition,232,24,9,0
wsls,232,24,9,1
repetition,232,24,10,0
wsls,232,24,10,0
repetition,232,24,11,1
wsls,232,24,11,0
repetition,232,24,12,1
wsls,232,24,12,0
repetition,232,24,13,1
wsls,232,24,13,0
repetition,232,24,14,1
wsls,232,24,14,1
repetition,232,24,15,0
wsls,232,24,15,0
repetition,232,24,16,0
wsls,232,24,16,1
repetition,232,24,17,1
wsls,232,24,17,1
repetition,232,24,18,1
wsls,232,24,18,0
repetition,232,24,19,1
wsls,232,24,19,1
repetition,232,24,20,1
wsls,232,24,20,0
repetition,232,24,21,1
wsls,232,24,21,1
repetition,232,24,22,1
wsls,232,24,22,0
repetition,232,24,23,1
wsls,232,24,23,0
repetition,232,24,24,1
wsls,232,24,24,0
repetition,232,24,25,1
wsls,232,24,25,1
repetition,232,24,26,1
wsls,232,24,26,1
repetition,232,24,27,1
wsls,232,24,27,1
repetition,232,24,28,1
wsls,232,24,28,1
repetition,232,24,29,1
wsls,232,24,29,1
repetition,232,24,30,1
wsls,232,24,30,0
repetition,232,24,31,0
wsls,232,24,31,0
repetition,232,24,32,0
wsls,232,24,32,0
repetition,232,24,33,0
wsls,232,24,33,0
repetition,232,24,34,0
wsls,232,24,34,0
repetition,232,24,35,0
wsls,232,24,35,1
repetition,232,24,36,0
wsls,232,24,36,0
repetition,232,24,37,0
wsls,232,24,37,1
repetition,232,24,38,0
wsls,232,24,38,0
repetition,232,24,39,0
wsls,232,24,39,1
repetition,232,24,40,0
wsls,232,24,40,1
repetition,232,24,41,0
wsls,232,24,41,1
repetition,232,24,42,0
wsls,232,24,42,1
repetition,232,24,43,0
wsls,232,24,43,1
repetition,232,24,44,0
wsls,232,24,44,1
repetition,232,24,45,0
wsls,232,24,45,1
repetition,232,24,46,1
wsls,232,24,46,1
repetition,232,24,47,1
wsls,232,24,47,0
repetition,232,24,48,1
wsls,232,24,48,1
repetition,232,24,49,1
wsls,232,24,49,1
repetition,232,24,50,1
wsls,232,24,50,0
repetition,232,24,51,1
wsls,232,24,51,0
repetition,232,24,52,1
wsls,232,24,52,0
repetition,232,24,53,1
wsls,232,24,53,0
repetition,232,24,54,1
wsls,232,24,54,0
repetition,232,24,55,1
wsls,232,24,55,0
repetition,232,24,56,1
wsls,232,24,56,0
repetition,232,24,57,1
wsls,232,24,57,0
repetition,232,24,58,1
wsls,232,24,58,0
repetition,232,24,59,1
wsls,232,24,59,0
repetition,232,24,60,1
wsls,232,24,60,1
repetition,232,24,61,1
wsls,232,24,61,1
repetition,232,24,62,1
wsls,232,24,62,0
repetition,232,24,63,1
wsls,232,24,63,0
repetition,232,24,64,1
wsls,232,24,64,0
repetition,232,24,65,1
wsls,232,24,65,0
repetition,232,24,66,1
wsls,232,24,66,0
repetition,232,24,67,1
wsls,232,24,67,0
repetition,232,24,68,0
wsls,232,24,68,0
repetition,232,24,69,0
wsls,232,24,69,0
repetition,232,24,70,0
wsls,232,24,70,0
repetition,232,24,71,0
wsls,232,24,71,1
repetition,232,24,72,1
wsls,232,24,72,1
repetition,232,24,73,1
wsls,232,24,73,1
repetition,232,24,74,1
wsls,232,24,74,1
repetition,232,24,75,1
wsls,232,24,75,1
repetition,232,24,76,1
wsls,232,24,76,1
repetition,232,24,77,0
wsls,232,24,77,1
repetition,232,24,78,0
wsls,232,24,78,1
repetition,232,24,79,0
wsls,232,24,79,1
repetition,232,24,80,0
wsls,232,24,80,1
repetition,232,24,81,0
wsls,232,24,81,1
repetition,232,24,82,0
wsls,232,24,82,1
repetition,232,24,83,1
wsls,232,24,83,0
repetition,232,24,84,1
wsls,232,24,84,1
repetition,232,24,85,1
wsls,232,24,85,1
repetition,232,24,86,1
wsls,232,24,86,1
repetition,232,24,87,1
wsls,232,24,87,1
repetition,232,24,88,1
wsls,232,24,88,0
repetition,232,24,89,1
wsls,232,24,89,0
repetition,232,24,90,1
wsls,232,24,90,0
repetition,232,24,91,1
wsls,232,24,91,0
repetition,232,24,92,1
wsls,232,24,92,1
repetition,232,24,93,1
wsls,232,24,93,0
repetition,232,24,94,1
wsls,232,24,94,1
repetition,232,24,95,1
wsls,232,24,95,0
repetition,232,24,96,1
wsls,232,24,96,1
repetition,232,24,97,1
wsls,232,24,97,1
repetition,232,24,98,1
wsls,232,24,98,0
repetition,232,24,99,1
wsls,232,24,99,0
repetition,232,24,100,1
wsls,232,24,100,0
repetition,232,24,101,1
wsls,232,24,101,0
repetition,232,24,102,1
wsls,232,24,102,0
repetition,232,24,103,1
wsls,232,24,103,0
repetition,232,24,104,1
wsls,232,24,104,0
repetition,232,24,105,1
wsls,232,24,105,0
repetition,232,24,106,1
wsls,232,24,106,0
repetition,232,24,107,1
wsls,232,24,107,0
repetition,232,24,108,1
wsls,232,24,108,0
repetition,232,24,109,1
wsls,232,24,109,1
repetition,232,24,110,1
wsls,232,24,110,0
repetition,232,24,111,1
wsls,232,24,111,0
repetition,232,24,112,1
wsls,232,24,112,0
repetition,232,24,113,1
wsls,232,24,113,1
repetition,232,24,114,1
wsls,232,24,114,1
repetition,232,24,115,1
wsls,232,24,115,0
repetition,232,24,116,0
wsls,232,24,116,1
repetition,232,24,117,0
wsls,232,24,117,1
repetition,232,24,118,0
wsls,232,24,118,1
repetition,232,24,119,0
wsls,232,24,119,0
repetition,232,24,120,0
wsls,232,24,120,0
repetition,232,24,121,0
wsls,232,24,121,0
repetition,232,24,122,1
wsls,232,24,122,1
repetition,232,24,123,0
wsls,232,24,123,1
repetition,232,24,124,0
wsls,232,24,124,0
repetition,232,24,125,0
wsls,232,24,125,0
repetition,232,24,126,0
wsls,232,24,126,1
repetition,232,24,127,0
wsls,232,24,127,0
repetition,232,24,128,0
wsls,232,24,128,0
repetition,232,24,129,0
wsls,232,24,129,1
repetition,232,24,130,0
wsls,232,24,130,1
repetition,232,24,131,0
wsls,232,24,131,0
repetition,232,24,132,0
wsls,232,24,132,1
repetition,232,24,133,0
wsls,232,24,133,1
repetition,232,24,134,0
wsls,232,24,134,1
repetition,232,24,135,0
wsls,232,24,135,0
