,Fp,Block,Trial,Stimulus,Cue1_English,Cue2_English,Criterium_English,Response_as numeric output,condition,response_raw
18102,165,8,183,14,average,very much,low,30,1,low
18103,165,8,184,20,very much,a little,very high,80,1,very high
18104,165,9,185,23,very much,very much,normal,50,1,normal
18105,165,9,186,19,a lot,very much,somewhat low,40,1,somewhat low
18106,165,9,187,2,very little,a little,somewhat low,40,1,somewhat low
18107,165,9,188,12,average,average,normal,50,1,normal
18108,165,9,189,3,very little,average,low,30,1,low
18109,165,9,190,22,very much,a lot,somewhat high,60,1,somewhat high
18110,165,9,191,6,a little,a little,normal,50,1,normal
18111,165,9,192,10,average,very little,high,70,1,high
18112,165,9,193,13,average,a lot,somewhat low,40,1,somewhat low
18113,165,9,194,8,a little,a lot,low,30,1,low
18114,165,9,195,7,a little,average,somewhat low,40,1,somewhat low
18115,165,9,196,14,average,very much,low,30,1,low
18116,165,9,197,15,a lot,very little,very high,80,1,very high
18117,165,9,198,16,a lot,a little,high,70,1,high
18118,165,9,199,9,a little,very much,very low,20,1,very low
18119,165,9,200,11,average,a little,somewhat high,60,1,somewhat high
18120,165,9,201,17,a lot,average,somewhat high,60,1,somewhat high
18121,165,9,202,5,a little,very little,somewhat high,60,1,somewhat high
18122,165,9,203,4,very little,a lot,very low,20,1,very low
18123,165,9,204,20,very much,a little,very high,80,1,very high
18124,165,9,205,21,very much,average,high,70,1,high
18125,165,9,206,1,very little,very little,normal,50,1,normal
18126,165,9,207,18,a lot,a lot,normal,50,1,normal
18127,165,10,208,4,very little,a lot,very low,20,1,very low
18128,165,10,209,7,a little,average,somewhat low,40,1,somewhat low
18129,165,10,210,1,very little,very little,normal,50,1,normal
18130,165,10,211,15,a lot,very little,very high,80,1,very high
18131,165,10,212,12,average,average,normal,50,1,normal
18132,165,10,213,6,a little,a little,normal,50,1,normal
18133,165,10,214,18,a lot,a lot,normal,50,1,normal
18134,165,10,215,14,average,very much,low,30,1,low
18135,165,10,216,19,a lot,very much,somewhat low,40,1,somewhat low
18136,165,10,217,16,a lot,a little,high,70,1,high
18137,165,10,218,8,a little,a lot,low,30,1,low
18138,165,10,219,10,average,very little,high,70,1,high
18139,165,10,220,21,very much,average,high,70,1,high
18140,165,10,221,11,average,a little,somewhat high,60,1,somewhat high
18141,165,10,222,5,a little,very little,somewhat high,60,1,somewhat high
18142,165,10,223,9,a little,very much,very low,20,1,very low
18143,165,10,224,17,a lot,average,somewhat high,60,1,somewhat high
18144,165,10,225,23,very much,very much,normal,50,1,normal
18145,165,10,226,2,very little,a little,somewhat low,40,1,somewhat low
18146,165,10,227,13,average,a lot,somewhat low,40,1,somewhat low
18147,165,10,228,22,very much,a lot,somewhat high,60,1,somewhat high
18148,165,10,229,20,very much,a little,very high,80,1,very high
18149,165,10,230,3,very little,average,low,30,1,low
18150,165,11,1,25,very much,very much,normal,50,1,normal
18151,165,11,2,8,a little,average,somewhat low,40,1,somewhat low
18152,165,11,3,18,a lot,average,somewhat high,60,1,somewhat high
18153,165,11,4,19,a lot,a lot,normal,50,1,normal
18154,165,11,5,17,a lot,a little,high,70,1,high
18155,165,11,6,3,very little,average,low,30,1,low
18156,165,11,7,24,very much,a lot,somewhat high,60,1,somewhat high
18157,165,11,8,21,very much,very little,extremely high,90,1,extremely high
18158,165,11,9,4,very little,a lot,very low,20,1,very low
18159,165,11,10,23,very much,average,high,70,1,high
18160,165,11,11,2,very little,a little,somewhat low,40,1,somewhat low
18161,165,11,12,13,average,average,normal,50,1,normal
18162,165,11,13,5,very little,very much,extremely low,10,1,extremely low
18163,165,11,14,15,average,very much,low,30,1,low
18164,165,11,15,7,a little,a little,normal,50,1,normal
18165,165,11,16,12,average,a little,somewhat high,60,1,somewhat high
18166,165,11,17,9,a little,a lot,low,30,1,low
18167,165,11,18,6,a little,very little,somewhat high,60,1,somewhat high
18168,165,11,19,14,average,a lot,somewhat low,40,1,somewhat low
18169,165,11,20,10,a little,very much,very low,20,1,very low
18170,165,11,21,1,very little,very little,normal,50,1,normal
18171,165,11,22,16,a lot,very little,very high,80,1,very high
18172,165,11,23,20,a lot,very much,somewhat low,40,1,somewhat low
18173,165,11,24,22,very much,a little,very high,80,1,very high
18174,165,11,25,11,average,very little,high,70,1,high
18175,165,12,26,7,a little,a little,normal,50,1,normal
18176,165,12,27,6,a little,very little,somewhat high,60,1,somewhat high
18177,165,12,28,21,very much,very little,extremely high,90,1,extremely high
18178,165,12,29,18,a lot,average,somewhat high,60,1,somewhat high
18179,165,12,30,14,average,a lot,somewhat low,40,1,somewhat low
18180,165,12,31,9,a little,a lot,low,30,1,low
18181,165,12,32,22,very much,a little,very high,80,1,very high
18182,165,12,33,15,average,very much,low,30,1,low
18183,165,12,34,24,very much,a lot,somewhat high,60,1,somewhat high
18184,165,12,35,16,a lot,very little,very high,80,1,very high
18185,165,12,36,17,a lot,a little,high,70,1,high
18186,165,12,37,5,very little,very much,extremely low,10,1,extremely low
18187,165,12,38,19,a lot,a lot,normal,50,1,normal
18188,165,12,39,10,a little,very much,very low,20,1,very low
18189,165,12,40,3,very little,average,low,30,1,low
18190,165,12,41,1,very little,very little,normal,50,1,normal
18191,165,12,42,25,very much,very much,normal,50,1,normal
18192,165,12,43,13,average,average,normal,50,1,normal
18193,165,12,44,20,a lot,very much,somewhat low,40,1,somewhat low
18194,165,12,45,2,very little,a little,somewhat low,40,1,somewhat low
18195,165,12,46,23,very much,average,high,70,1,high
18196,165,12,47,8,a little,average,somewhat low,40,1,somewhat low
18197,165,12,48,11,average,very little,high,70,1,high
18198,165,12,49,4,very little,a lot,very low,20,1,very low
18199,165,12,50,12,average,a little,somewhat high,60,1,somewhat high
18200,166,1,1,13,3,4,40,50,2,50
18201,166,1,2,5,2,1,60,10,2,10
18202,166,1,3,20,5,2,80,70,2,70
18203,166,1,4,6,2,2,50,20,2,20
18204,166,1,5,22,5,4,60,60,2,60
18205,166,1,6,23,5,5,50,60,2,60
18206,166,1,7,15,4,1,80,70,2,70
18207,166,1,8,1,1,1,50,20,2,20
18208,166,1,9,14,3,5,30,30,2,30
18209,166,1,10,12,3,3,50,50,2,50
18210,166,1,11,9,2,5,20,20,2,20
18211,166,1,12,3,1,3,30,10,2,10
18212,166,1,13,2,1,2,40,20,2,20
18213,166,1,14,11,3,2,60,40,2,40
18214,166,1,15,7,2,3,40,60,2,60
18215,166,1,16,4,1,4,20,30,2,30
18216,166,1,17,17,4,3,60,40,2,40
18217,166,1,18,18,4,4,50,50,2,50
18218,166,1,19,19,4,5,40,40,2,40
18219,166,1,20,16,4,2,70,60,2,60
18220,166,1,21,21,5,3,70,70,2,70
18221,166,1,22,8,2,4,30,40,2,40
18222,166,1,23,10,3,1,70,60,2,60
18223,166,2,24,8,2,4,30,30,2,30
18224,166,2,25,21,5,3,70,70,2,70
18225,166,2,26,7,2,3,40,30,2,30
18226,166,2,27,4,1,4,20,30,2,30
18227,166,2,28,17,4,3,60,60,2,60
18228,166,2,29,5,2,1,60,60,2,60
18229,166,2,30,10,3,1,70,80,2,80
18230,166,2,31,2,1,2,40,40,2,40
18231,166,2,32,11,3,2,60,60,2,60
18232,166,2,33,19,4,5,40,40,2,40
18233,166,2,34,13,3,4,40,40,2,40
18234,166,2,35,18,4,4,50,50,2,50
18235,166,2,36,9,2,5,20,20,2,20
18236,166,2,37,20,5,2,80,80,2,80
18237,166,2,38,22,5,4,60,60,2,60
18238,166,2,39,15,4,1,80,80,2,80
18239,166,2,40,14,3,5,30,30,2,30
18240,166,2,41,1,1,1,50,50,2,50
18241,166,2,42,3,1,3,30,20,2,20
18242,166,2,43,12,3,3,50,50,2,50
18243,166,2,44,23,5,5,50,50,2,50
18244,166,2,45,16,4,2,70,70,2,70
18245,166,2,46,6,2,2,50,50,2,50
18246,166,3,47,5,2,1,60,60,2,60
18247,166,3,48,11,3,2,60,60,2,60
18248,166,3,49,17,4,3,60,60,2,60
18249,166,3,50,9,2,5,20,20,2,20
18250,166,3,51,23,5,5,50,50,2,50
18251,166,3,52,2,1,2,40,40,2,40
18252,166,3,53,16,4,2,70,70,2,70
18253,166,3,54,20,5,2,80,80,2,80
18254,166,3,55,18,4,4,50,50,2,50
18255,166,3,56,7,2,3,40,40,2,40
18256,166,3,57,4,1,4,20,20,2,20
18257,166,3,58,19,4,5,40,40,2,40
18258,166,3,59,1,1,1,50,50,2,50
18259,166,3,60,10,3,1,70,70,2,70
18260,166,3,61,21,5,3,70,70,2,70
18261,166,3,62,15,4,1,80,80,2,80
18262,166,3,63,3,1,3,30,30,2,30
18263,166,3,64,12,3,3,50,50,2,50
18264,166,3,65,6,2,2,50,50,2,50
18265,166,3,66,13,3,4,40,40,2,40
18266,166,3,67,22,5,4,60,60,2,60
18267,166,3,68,14,3,5,30,30,2,30
18268,166,3,69,8,2,4,30,30,2,30
18269,166,4,70,14,3,5,30,30,2,30
18270,166,4,71,22,5,4,60,60,2,60
18271,166,4,72,6,2,2,50,50,2,50
18272,166,4,73,2,1,2,40,40,2,40
18273,166,4,74,5,2,1,60,60,2,60
18274,166,4,75,20,5,2,80,80,2,80
18275,166,4,76,12,3,3,50,50,2,50
18276,166,4,77,1,1,1,50,50,2,50
18277,166,4,78,16,4,2,70,70,2,70
18278,166,4,79,9,2,5,20,20,2,20
18279,166,4,80,23,5,5,50,50,2,50
18280,166,4,81,15,4,1,80,80,2,80
18281,166,4,82,19,4,5,40,40,2,40
18282,166,4,83,21,5,3,70,70,2,70
18283,166,4,84,3,1,3,30,30,2,30
18284,166,4,85,11,3,2,60,60,2,60
18285,166,4,86,8,2,4,30,30,2,30
18286,166,4,87,18,4,4,50,50,2,50
18287,166,4,88,17,4,3,60,60,2,60
18288,166,4,89,10,3,1,70,70,2,70
18289,166,4,90,13,3,4,40,40,2,40
18290,166,4,91,4,1,4,20,20,2,20
18291,166,4,92,7,2,3,40,40,2,40
18292,166,5,93,13,3,4,40,40,2,40
18293,166,5,94,3,1,3,30,30,2,30
18294,166,5,95,22,5,4,60,60,2,60
18295,166,5,96,18,4,4,50,50,2,50
18296,166,5,97,14,3,5,30,30,2,30
18297,166,5,98,19,4,5,40,40,2,40
18298,166,5,99,16,4,2,70,70,2,70
18299,166,5,100,12,3,3,50,50,2,50
18300,166,5,101,23,5,5,50,50,2,50
18301,166,5,102,8,2,4,30,30,2,30
18302,166,5,103,11,3,2,60,60,2,60
18303,166,5,104,6,2,2,50,50,2,50
18304,166,5,105,17,4,3,60,60,2,60
18305,166,5,106,2,1,2,40,40,2,40
18306,166,5,107,9,2,5,20,20,2,20
18307,166,5,108,10,3,1,70,70,2,70
18308,166,5,109,7,2,3,40,40,2,40
18309,166,5,110,21,5,3,70,70,2,70
18310,166,5,111,5,2,1,60,70,2,70
18311,166,5,112,15,4,1,80,90,2,90
18312,166,5,113,20,5,2,80,80,2,80
18313,166,5,114,4,1,4,20,80,2,80
18314,166,5,115,1,1,1,50,50,2,50
18315,166,6,116,13,3,4,40,40,2,40
18316,166,6,117,8,2,4,30,30,2,30
18317,166,6,118,4,1,4,20,20,2,20
18318,166,6,119,12,3,3,50,50,2,50
18319,166,6,120,5,2,1,60,60,2,60
18320,166,6,121,17,4,3,60,60,2,60
18321,166,6,122,19,4,5,40,40,2,40
18322,166,6,123,18,4,4,50,50,2,50
18323,166,6,124,15,4,1,80,80,2,80
18324,166,6,125,6,2,2,50,50,2,50
18325,166,6,126,20,5,2,80,80,2,80
18326,166,6,127,11,3,2,60,70,2,70
18327,166,6,128,16,4,2,70,70,2,70
18328,166,6,129,3,1,3,30,30,2,30
18329,166,6,130,7,2,3,40,40,2,40
18330,166,6,131,23,5,5,50,50,2,50
18331,166,6,132,9,2,5,20,30,2,30
18332,166,6,133,22,5,4,60,60,2,60
18333,166,6,134,10,3,1,70,70,2,70
18334,166,6,135,14,3,5,30,30,2,30
18335,166,6,136,21,5,3,70,70,2,70
18336,166,6,137,2,1,2,40,40,2,40
18337,166,6,138,1,1,1,50,50,2,50
18338,166,7,139,13,3,4,40,40,2,40
18339,166,7,140,18,4,4,50,50,2,50
18340,166,7,141,17,4,3,60,60,2,60
18341,166,7,142,7,2,3,40,40,2,40
18342,166,7,143,11,3,2,60,60,2,60
18343,166,7,144,1,1,1,50,50,2,50
18344,166,7,145,15,4,1,80,80,2,80
18345,166,7,146,8,2,4,30,30,2,30
18346,166,7,147,22,5,4,60,60,2,60
18347,166,7,148,19,4,5,40,40,2,40
18348,166,7,149,16,4,2,70,70,2,70
18349,166,7,150,14,3,5,30,30,2,30
18350,166,7,151,5,2,1,60,60,2,60
18351,166,7,152,10,3,1,70,70,2,70
18352,166,7,153,6,2,2,50,50,2,50
18353,166,7,154,4,1,4,20,20,2,20
18354,166,7,155,9,2,5,20,20,2,20
18355,166,7,156,12,3,3,50,50,2,50
18356,166,7,157,23,5,5,50,50,2,50
18357,166,7,158,2,1,2,40,40,2,40
18358,166,7,159,3,1,3,30,30,2,30
18359,166,7,160,21,5,3,70,70,2,70
18360,166,7,161,20,5,2,80,80,2,80
18361,166,8,162,19,4,5,40,40,2,40
18362,166,8,163,1,1,1,50,50,2,50
18363,166,8,164,14,3,5,30,30,2,30
18364,166,8,165,2,1,2,40,40,2,40
18365,166,8,166,3,1,3,30,30,2,30
18366,166,8,167,17,4,3,60,60,2,60
18367,166,8,168,6,2,2,50,50,2,50
18368,166,8,169,7,2,3,40,40,2,40
18369,166,8,170,8,2,4,30,30,2,30
18370,166,8,171,20,5,2,80,70,2,70
18371,166,8,172,9,2,5,20,20,2,20
18372,166,8,173,5,2,1,60,60,2,60
18373,166,8,174,12,3,3,50,50,2,50
18374,166,8,175,16,4,2,70,70,2,70
18375,166,8,176,15,4,1,80,80,2,80
18376,166,8,177,11,3,2,60,60,2,60
18377,166,8,178,22,5,4,60,60,2,60
18378,166,8,179,18,4,4,50,50,2,50
18379,166,8,180,23,5,5,50,50,2,50
18380,166,8,181,21,5,3,70,70,2,70
18381,166,8,182,4,1,4,20,20,2,20
18382,166,8,183,10,3,1,70,70,2,70
18383,166,8,184,13,3,4,40,40,2,40
18384,166,9,185,21,5,3,70,70,2,70
18385,166,9,186,7,2,3,40,40,2,40
18386,166,9,187,20,5,2,80,70,2,70
18387,166,9,188,23,5,5,50,50,2,50
18388,166,9,189,16,4,2,70,70,2,70
18389,166,9,190,14,3,5,30,30,2,30
18390,166,9,191,13,3,4,40,40,2,40
18391,166,9,192,5,2,1,60,40,2,40
18392,166,9,193,15,4,1,80,80,2,80
18393,166,9,194,6,2,2,50,50,2,50
18394,166,9,195,1,1,1,50,50,2,50
18395,166,9,196,8,2,4,30,30,2,30
18396,166,9,197,2,1,2,40,40,2,40
18397,166,9,198,9,2,5,20,20,2,20
18398,166,9,199,11,3,2,60,60,2,60
18399,166,9,200,17,4,3,60,60,2,60
18400,166,9,201,4,1,4,20,20,2,20
18401,166,9,202,12,3,3,50,50,2,50
18402,166,9,203,22,5,4,60,60,2,60
18403,166,9,204,19,4,5,40,40,2,40
18404,166,9,205,3,1,3,30,30,2,30
18405,166,9,206,10,3,1,70,70,2,70
18406,166,9,207,18,4,4,50,50,2,50
18407,166,10,208,18,4,4,50,50,2,50
18408,166,10,209,9,2,5,20,20,2,20
18409,166,10,210,17,4,3,60,60,2,60
18410,166,10,211,12,3,3,50,50,2,50
18411,166,10,212,1,1,1,50,50,2,50
18412,166,10,213,8,2,4,30,30,2,30
18413,166,10,214,4,1,4,20,20,2,20
18414,166,10,215,2,1,2,40,40,2,40
18415,166,10,216,15,4,1,80,70,2,70
18416,166,10,217,14,3,5,30,30,2,30
18417,166,10,218,11,3,2,60,60,2,60
18418,166,10,219,6,2,2,50,50,2,50
18419,166,10,220,3,1,3,30,30,2,30
18420,166,10,221,19,4,5,40,40,2,40
18421,166,10,222,7,2,3,40,40,2,40
18422,166,10,223,16,4,2,70,70,2,70
18423,166,10,224,20,5,2,80,80,2,80
18424,166,10,225,5,2,1,60,60,2,60
18425,166,10,226,22,5,4,60,60,2,60
18426,166,10,227,21,5,3,70,70,2,70
18427,166,10,228,23,5,5,50,50,2,50
18428,166,10,229,10,3,1,70,70,2,70
18429,166,10,230,13,3,4,40,60,2,60
18430,166,11,1,11,3,1,70,70,2,70
18431,166,11,2,6,2,1,60,60,2,60
18432,166,11,3,5,1,5,10,10,2,10
18433,166,11,4,12,3,2,60,60,2,60
18434,166,11,5,17,4,2,70,70,2,70
18435,166,11,6,25,5,5,50,50,2,50
18436,166,11,7,15,3,5,30,30,2,30
18437,166,11,8,14,3,4,40,40,2,40
18438,166,11,9,22,5,2,80,80,2,80
18439,166,11,10,10,2,5,20,20,2,20
18440,166,11,11,16,4,1,80,80,2,80
18441,166,11,12,2,1,2,40,40,2,40
18442,166,11,13,18,4,3,60,60,2,60
18443,166,11,14,20,4,5,40,40,2,40
18444,166,11,15,4,1,4,20,20,2,20
18445,166,11,16,9,2,4,30,30,2,30
18446,166,11,17,1,1,1,50,50,2,50
18447,166,11,18,21,5,1,90,90,2,90
18448,166,11,19,3,1,3,30,30,2,30
18449,166,11,20,24,5,4,60,60,2,60
18450,166,11,21,19,4,4,50,50,2,50
18451,166,11,22,8,2,3,40,40,2,40
18452,166,11,23,7,2,2,50,50,2,50
18453,166,11,24,23,5,3,70,70,2,70
18454,166,11,25,13,3,3,50,50,2,50
18455,166,12,26,17,4,2,70,70,2,70
18456,166,12,27,16,4,1,80,80,2,80
18457,166,12,28,14,3,4,40,40,2,40
18458,166,12,29,8,2,3,40,40,2,40
18459,166,12,30,20,4,5,40,40,2,40
18460,166,12,31,10,2,5,20,20,2,20
18461,166,12,32,7,2,2,50,50,2,50
18462,166,12,33,2,1,2,40,40,2,40
18463,166,12,34,21,5,1,90,90,2,90
18464,166,12,35,4,1,4,20,20,2,20
18465,166,12,36,18,4,3,60,60,2,60
18466,166,12,37,1,1,1,50,50,2,50
18467,166,12,38,13,3,3,50,50,2,50
18468,166,12,39,6,2,1,60,60,2,60
18469,166,12,40,25,5,5,50,50,2,50
18470,166,12,41,12,3,2,60,60,2,60
18471,166,12,42,19,4,4,50,50,2,50
18472,166,12,43,15,3,5,30,30,2,30
18473,166,12,44,24,5,4,60,60,2,60
18474,166,12,45,11,3,1,70,70,2,70
18475,166,12,46,22,5,2,80,80,2,80
18476,166,12,47,5,1,5,10,10,2,10
18477,166,12,48,9,2,4,30,30,2,30
18478,166,12,49,23,5,3,70,70,2,70
18479,166,12,50,3,1,3,30,30,2,30
18480,167,1,1,19,a lot,very much,high,30,3,low
18481,167,1,2,2,very little,average,normal,40,3,somewhat low
18482,167,1,3,18,a lot,a lot,somewhat high,50,3,normal
18483,167,1,4,16,a lot,a little,somewhat low,50,3,normal
18484,167,1,5,11,average,a little,normal,50,3,normal
18485,167,1,6,8,a little,a lot,somewhat low,60,3,somewhat high
18486,167,1,7,23,very much,very much,extremely high,70,3,high
18487,167,1,8,3,very little,a lot,low,60,3,somewhat high
18488,167,1,9,1,very little,a little,high,40,3,somewhat low
18489,167,1,10,22,very much,a lot,high,80,3,very high
18490,167,1,11,4,very little,very much,extremely low,50,3,normal
18491,167,1,12,20,very much,a little,low,80,3,very high
18492,167,1,13,5,a little,very little,high,40,3,somewhat low
18493,167,1,14,10,average,very little,normal,50,3,normal
18494,167,1,15,14,average,very much,normal,70,3,high
18495,167,1,16,13,average,a lot,normal,70,3,high
18496,167,1,17,9,a little,very much,low,30,3,low
18497,167,1,18,6,a little,a little,somewhat high,90,3,extremely high
18498,167,1,19,15,a lot,very little,low,40,3,somewhat low
18499,167,1,20,21,very much,average,normal,20,3,very low
18500,167,1,21,17,a lot,average,normal,50,3,normal
18501,167,1,22,12,average,average,normal,50,3,normal
18502,167,1,23,7,a little,average,normal,40,3,somewhat low
18503,167,2,24,7,a little,average,normal,50,3,normal
18504,167,2,25,15,a lot,very little,low,70,3,high
18505,167,2,26,10,average,very little,normal,70,3,high
18506,167,2,27,21,very much,average,normal,70,3,high
18507,167,2,28,11,average,a little,normal,50,3,normal
18508,167,2,29,9,a little,very much,low,30,3,low
18509,167,2,30,3,very little,a lot,low,50,3,normal
18510,167,2,31,22,very much,a lot,high,50,3,normal
18511,167,2,32,20,very much,a little,low,50,3,normal
18512,167,2,33,1,very little,a little,high,50,3,normal
18513,167,2,34,19,a lot,very much,high,30,3,low
18514,167,2,35,12,average,average,normal,50,3,normal
18515,167,2,36,8,a little,a lot,somewhat low,50,3,normal
18516,167,2,37,2,very little,average,normal,50,3,normal
18517,167,2,38,16,a lot,a little,somewhat low,50,3,normal
18518,167,2,39,18,a lot,a lot,somewhat high,70,3,high
18519,167,2,40,5,a little,very little,high,40,3,somewhat low
18520,167,2,41,4,very little,very much,extremely low,20,3,very low
18521,167,2,42,17,a lot,average,normal,40,3,somewhat low
18522,167,2,43,23,very much,very much,extremely high,90,3,extremely high
18523,167,2,44,13,average,a lot,normal,50,3,normal
18524,167,2,45,6,a little,a little,somewhat high,30,3,low
18525,167,2,46,14,average,very much,normal,70,3,high
18526,167,3,47,22,very much,a lot,high,60,3,somewhat high
18527,167,3,48,7,a little,average,normal,50,3,normal
18528,167,3,49,13,average,a lot,normal,50,3,normal
18529,167,3,50,10,average,very little,normal,40,3,somewhat low
18530,167,3,51,8,a little,a lot,somewhat low,70,3,high
18531,167,3,52,15,a lot,very little,low,70,3,high
18532,167,3,53,20,very much,a little,low,50,3,normal
18533,167,3,54,18,a lot,a lot,somewhat high,90,3,extremely high
18534,167,3,55,14,average,very much,normal,50,3,normal
18535,167,3,56,19,a lot,very much,high,50,3,normal
18536,167,3,57,17,a lot,average,normal,70,3,high
18537,167,3,58,9,a little,very much,low,20,3,very low
18538,167,3,59,16,a lot,a little,somewhat low,40,3,somewhat low
18539,167,3,60,3,very little,a lot,low,20,3,very low
18540,167,3,61,5,a little,very little,high,70,3,high
18541,167,3,62,2,very little,average,normal,50,3,normal
18542,167,3,63,23,very much,very much,extremely high,90,3,extremely high
18543,167,3,64,12,average,average,normal,50,3,normal
18544,167,3,65,21,very much,average,normal,50,3,normal
18545,167,3,66,1,very little,a little,high,40,3,somewhat low
18546,167,3,67,6,a little,a little,somewhat high,30,3,low
18547,167,3,68,4,very little,very much,extremely low,30,3,low
18548,167,3,69,11,average,a little,normal,50,3,normal
18549,167,4,70,2,very little,average,normal,50,3,normal
18550,167,4,71,21,very much,average,normal,50,3,normal
18551,167,4,72,23,very much,very much,extremely high,90,3,extremely high
18552,167,4,73,18,a lot,a lot,somewhat high,80,3,very high
18553,167,4,74,19,a lot,very much,high,70,3,high
18554,167,4,75,10,average,very little,normal,50,3,normal
18555,167,4,76,11,average,a little,normal,50,3,normal
18556,167,4,77,1,very little,a little,high,40,3,somewhat low
18557,167,4,78,4,very little,very much,extremely low,40,3,somewhat low
18558,167,4,79,16,a lot,a little,somewhat low,70,3,high
18559,167,4,80,8,a little,a lot,somewhat low,60,3,somewhat high
18560,167,4,81,9,a little,very much,low,20,3,very low
18561,167,4,82,22,very much,a lot,high,60,3,somewhat high
18562,167,4,83,7,a little,average,normal,50,3,normal
18563,167,4,84,3,very little,a lot,low,20,3,very low
18564,167,4,85,14,average,very much,normal,50,3,normal
18565,167,4,86,15,a lot,very little,low,30,3,low
18566,167,4,87,20,very much,a little,low,30,3,low
18567,167,4,88,13,average,a lot,normal,50,3,normal
18568,167,4,89,12,average,average,normal,50,3,normal
18569,167,4,90,6,a little,a little,somewhat high,30,3,low
18570,167,4,91,5,a little,very little,high,80,3,very high
18571,167,4,92,17,a lot,average,normal,50,3,normal
18572,167,5,93,12,average,average,normal,50,3,normal
18573,167,5,94,17,a lot,average,normal,50,3,normal
18574,167,5,95,1,very little,a little,high,70,3,high
18575,167,5,96,4,very little,very much,extremely low,30,3,low
18576,167,5,97,11,average,a little,normal,50,3,normal
18577,167,5,98,3,very little,a lot,low,30,3,low
18578,167,5,99,23,very much,very much,extremely high,90,3,extremely high
18579,167,5,100,20,very much,a little,low,70,3,high
18580,167,5,101,19,a lot,very much,high,70,3,high
18581,167,5,102,13,average,a lot,normal,50,3,normal
18582,167,5,103,15,a lot,very little,low,30,3,low
18583,167,5,104,14,average,very much,normal,50,3,normal
18584,167,5,105,22,very much,a lot,high,80,3,very high
18585,167,5,106,2,very little,average,normal,50,3,normal
18586,167,5,107,5,a little,very little,high,70,3,high
18587,167,5,108,18,a lot,a lot,somewhat high,70,3,high
18588,167,5,109,9,a little,very much,low,30,3,low
18589,167,5,110,6,a little,a little,somewhat high,70,3,high
18590,167,5,111,21,very much,average,normal,50,3,normal
18591,167,5,112,16,a lot,a little,somewhat low,40,3,somewhat low
18592,167,5,113,7,a little,average,normal,50,3,normal
18593,167,5,114,10,average,very little,normal,50,3,normal
18594,167,5,115,8,a little,a lot,somewhat low,60,3,somewhat high
18595,167,6,116,21,very much,average,normal,50,3,normal
18596,167,6,117,20,very much,a little,low,30,3,low
18597,167,6,118,19,a lot,very much,high,70,3,high
18598,167,6,119,13,average,a lot,normal,50,3,normal
18599,167,6,120,23,very much,very much,extremely high,90,3,extremely high
18600,167,6,121,8,a little,a lot,somewhat low,60,3,somewhat high
18601,167,6,122,6,a little,a little,somewhat high,70,3,high
18602,167,6,123,22,very much,a lot,high,70,3,high
18603,167,6,124,2,very little,average,normal,50,3,normal
18604,167,6,125,15,a lot,very little,low,40,3,somewhat low
18605,167,6,126,16,a lot,a little,somewhat low,40,3,somewhat low
18606,167,6,127,1,very little,a little,high,60,3,somewhat high
18607,167,6,128,7,a little,average,normal,50,3,normal
18608,167,6,129,14,average,very much,normal,50,3,normal
18609,167,6,130,12,average,average,normal,50,3,normal
18610,167,6,131,17,a lot,average,normal,50,3,normal
18611,167,6,132,10,average,very little,normal,50,3,normal
18612,167,6,133,11,average,a little,normal,50,3,normal
18613,167,6,134,4,very little,very much,extremely low,10,3,extremely low
18614,167,6,135,5,a little,very little,high,60,3,somewhat high
18615,167,6,136,9,a little,very much,low,30,3,low
18616,167,6,137,18,a lot,a lot,somewhat high,90,3,extremely high
18617,167,6,138,3,very little,a lot,low,40,3,somewhat low
18618,167,7,139,5,a little,very little,high,70,3,high
18619,167,7,140,7,a little,average,normal,50,3,normal
18620,167,7,141,11,average,a little,normal,50,3,normal
18621,167,7,142,6,a little,a little,somewhat high,70,3,high
18622,167,7,143,21,very much,average,normal,50,3,normal
18623,167,7,144,2,very little,average,normal,50,3,normal
18624,167,7,145,15,a lot,very little,low,60,3,somewhat high
18625,167,7,146,9,a little,very much,low,30,3,low
18626,167,7,147,16,a lot,a little,somewhat low,70,3,high
18627,167,7,148,3,very little,a lot,low,40,3,somewhat low
18628,167,7,149,14,average,very much,normal,50,3,normal
18629,167,7,150,10,average,very little,normal,50,3,normal
18630,167,7,151,13,average,a lot,normal,50,3,normal
18631,167,7,152,18,a lot,a lot,somewhat high,80,3,very high
18632,167,7,153,17,a lot,average,normal,50,3,normal
18633,167,7,154,20,very much,a little,low,30,3,low
18634,167,7,155,19,a lot,very much,high,70,3,high
18635,167,7,156,23,very much,very much,extremely high,90,3,extremely high
18636,167,7,157,12,average,average,normal,50,3,normal
18637,167,7,158,1,very little,a little,high,70,3,high
18638,167,7,159,8,a little,a lot,somewhat low,30,3,low
18639,167,7,160,4,very little,very much,extremely low,30,3,low
18640,167,7,161,22,very much,a lot,high,30,3,low
18641,167,8,162,16,a lot,a little,somewhat low,40,3,somewhat low
18642,167,8,163,11,average,a little,normal,50,3,normal
18643,167,8,164,12,average,average,normal,50,3,normal
18644,167,8,165,22,very much,a lot,high,60,3,somewhat high
18645,167,8,166,6,a little,a little,somewhat high,70,3,high
18646,167,8,167,4,very little,very much,extremely low,10,3,extremely low
18647,167,8,168,7,a little,average,normal,50,3,normal
18648,167,8,169,1,very little,a little,high,70,3,high
