Fp,Block,Trial,Stimulus,Cue1_English,Cue2_English,Criterium_English,Response_as numeric output,condition,response_raw,Experiment
163,3,67,8,A little,A lot,Somewhat low,30,3,Low,1
163,3,68,16,A lot,A little,Somewhat low,60,3,Somewhat high,1
163,3,69,11,Average,A little,Normal,50,3,Normal,1
163,4,70,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
163,4,71,17,A lot,Average,Normal,50,3,Normal,1
163,4,72,16,A lot,A little,Somewhat low,40,3,Somewhat low,1
163,4,73,9,A little,Very much,Low,30,3,Low,1
163,4,74,19,A lot,Very much,High,40,3,Somewhat low,1
163,4,75,11,Average,A little,Normal,50,3,Normal,1
163,4,76,2,Very little,Average,Normal,50,3,Normal,1
163,4,77,20,Very much,A little,Low,70,3,High,1
163,4,78,14,Average,Very much,Normal,50,3,Normal,1
163,4,79,15,A lot,Very little,Low,70,3,High,1
163,4,80,12,Average,Average,Normal,50,3,Normal,1
163,4,81,10,Average,Very little,Normal,50,3,Normal,1
163,4,82,21,Very much,Average,Normal,50,3,Normal,1
163,4,83,22,Very much,A lot,High,70,3,High,1
163,4,84,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
163,4,85,6,A little,A little,Somewhat high,60,3,Somewhat high,1
163,4,86,7,A little,Average,Normal,50,3,Normal,1
163,4,87,13,Average,A lot,Normal,50,3,Normal,1
163,4,88,5,A little,Very little,High,60,3,Somewhat high,1
163,4,89,23,Very much,Very much,Extremely high,90,3,Extremely high,1
163,4,90,4,Very little,Very much,Extremely low,10,3,Extremely low,1
163,4,91,1,Very little,A little,High,40,3,Somewhat low,1
163,4,92,3,Very little,A lot,Low,40,3,Somewhat low,1
163,5,93,12,Average,Average,Normal,50,3,Normal,1
163,5,94,2,Very little,Average,Normal,50,3,Normal,1
163,5,95,19,A lot,Very much,High,70,3,High,1
163,5,96,18,A lot,A lot,Somewhat high,80,3,Very high,1
163,5,97,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
163,5,98,23,Very much,Very much,Extremely high,90,3,Extremely high,1
163,5,99,9,A little,Very much,Low,30,3,Low,1
163,5,100,10,Average,Very little,Normal,50,3,Normal,1
163,5,101,5,A little,Very little,High,40,3,Somewhat low,1
163,5,102,11,Average,A little,Normal,50,3,Normal,1
163,5,103,1,Very little,A little,High,70,3,High,1
163,5,104,13,Average,A lot,Normal,50,3,Normal,1
163,5,105,17,A lot,Average,Normal,50,3,Normal,1
163,5,106,6,A little,A little,Somewhat high,60,3,Somewhat high,1
163,5,107,16,A lot,A little,Somewhat low,80,3,Very high,1
163,5,108,22,Very much,A lot,High,70,3,High,1
163,5,109,7,A little,Average,Normal,50,3,Normal,1
163,5,110,14,Average,Very much,Normal,50,3,Normal,1
163,5,111,15,A lot,Very little,Low,80,3,Very high,1
163,5,112,3,Very little,A lot,Low,30,3,Low,1
163,5,113,20,Very much,A little,Low,70,3,High,1
163,5,114,4,Very little,Very much,Extremely low,10,3,Extremely low,1
163,5,115,21,Very much,Average,Normal,50,3,Normal,1
163,6,116,5,A little,Very little,High,60,3,Somewhat high,1
163,6,117,21,Very much,Average,Normal,50,3,Normal,1
163,6,118,13,Average,A lot,Normal,50,3,Normal,1
163,6,119,9,A little,Very much,Low,30,3,Low,1
163,6,120,23,Very much,Very much,Extremely high,90,3,Extremely high,1
163,6,121,6,A little,A little,Somewhat high,60,3,Somewhat high,1
163,6,122,15,A lot,Very little,Low,80,3,Very high,1
163,6,123,14,Average,Very much,Normal,50,3,Normal,1
163,6,124,17,A lot,Average,Normal,50,3,Normal,1
163,6,125,8,A little,A lot,Somewhat low,30,3,Low,1
163,6,126,11,Average,A little,Normal,50,3,Normal,1
163,6,127,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
163,6,128,22,Very much,A lot,High,70,3,High,1
163,6,129,2,Very little,Average,Normal,50,3,Normal,1
163,6,130,19,A lot,Very much,High,70,3,High,1
163,6,131,20,Very much,A little,Low,80,3,Very high,1
163,6,132,7,A little,Average,Normal,50,3,Normal,1
163,6,133,1,Very little,A little,High,40,3,Somewhat low,1
163,6,134,3,Very little,A lot,Low,40,3,Somewhat low,1
163,6,135,12,Average,Average,Normal,50,3,Normal,1
163,6,136,10,Average,Very little,Normal,50,3,Normal,1
163,6,137,4,Very little,Very much,Extremely low,10,3,Extremely low,1
163,6,138,16,A lot,A little,Somewhat low,60,3,Somewhat high,1
163,7,139,4,Very little,Very much,Extremely low,10,3,Extremely low,1
163,7,140,1,Very little,A little,High,60,3,Somewhat high,1
163,7,141,15,A lot,Very little,Low,80,3,Very high,1
163,7,142,16,A lot,A little,Somewhat low,70,3,High,1
163,7,143,9,A little,Very much,Low,30,3,Low,1
163,7,144,19,A lot,Very much,High,60,3,Somewhat high,1
163,7,145,2,Very little,Average,Normal,50,3,Normal,1
163,7,146,22,Very much,A lot,High,70,3,High,1
163,7,147,5,A little,Very little,High,60,3,Somewhat high,1
163,7,148,7,A little,Average,Normal,50,3,Normal,1
163,7,149,14,Average,Very much,Normal,50,3,Normal,1
163,7,150,12,Average,Average,Normal,50,3,Normal,1
163,7,151,6,A little,A little,Somewhat high,70,3,High,1
163,7,152,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
163,7,153,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
163,7,154,10,Average,Very little,Normal,50,3,Normal,1
163,7,155,13,Average,A lot,Normal,50,3,Normal,1
163,7,156,3,Very little,A lot,Low,30,3,Low,1
163,7,157,23,Very much,Very much,Extremely high,90,3,Extremely high,1
163,7,158,20,Very much,A little,Low,70,3,High,1
163,7,159,21,Very much,Average,Normal,50,3,Normal,1
163,7,160,17,A lot,Average,Normal,50,3,Normal,1
163,7,161,11,Average,A little,Normal,50,3,Normal,1
163,8,162,16,A lot,A little,Somewhat low,60,3,Somewhat high,1
163,8,163,11,Average,A little,Normal,50,3,Normal,1
163,8,164,7,A little,Average,Normal,50,3,Normal,1
163,8,165,9,A little,Very much,Low,30,3,Low,1
163,8,166,1,Very little,A little,High,40,3,Somewhat low,1
163,8,167,3,Very little,A lot,Low,30,3,Low,1
163,8,168,14,Average,Very much,Normal,50,3,Normal,1
163,8,169,2,Very little,Average,Normal,50,3,Normal,1
163,8,170,6,A little,A little,Somewhat high,20,3,Very low,1
163,8,171,15,A lot,Very little,Low,80,3,Very high,1
163,8,172,22,Very much,A lot,High,70,3,High,1
163,8,173,12,Average,Average,Normal,50,3,Normal,1
163,8,174,10,Average,Very little,Normal,50,3,Normal,1
163,8,175,20,Very much,A little,Low,70,3,High,1
163,8,176,4,Very little,Very much,Extremely low,10,3,Extremely low,1
163,8,177,13,Average,A lot,Normal,50,3,Normal,1
163,8,178,8,A little,A lot,Somewhat low,30,3,Low,1
163,8,179,21,Very much,Average,Normal,50,3,Normal,1
163,8,180,23,Very much,Very much,Extremely high,90,3,Extremely high,1
163,8,181,19,A lot,Very much,High,70,3,High,1
163,8,182,5,A little,Very little,High,60,3,Somewhat high,1
163,8,183,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
163,8,184,17,A lot,Average,Normal,50,3,Normal,1
163,9,185,19,A lot,Very much,High,70,3,High,1
163,9,186,11,Average,A little,Normal,50,3,Normal,1
163,9,187,4,Very little,Very much,Extremely low,10,3,Extremely low,1
163,9,188,23,Very much,Very much,Extremely high,90,3,Extremely high,1
163,9,189,16,A lot,A little,Somewhat low,70,3,High,1
163,9,190,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
163,9,191,7,A little,Average,Normal,50,3,Normal,1
163,9,192,20,Very much,A little,Low,70,3,High,1
163,9,193,6,A little,A little,Somewhat high,60,3,Somewhat high,1
163,9,194,14,Average,Very much,Normal,50,3,Normal,1
163,9,195,22,Very much,A lot,High,70,3,High,1
163,9,196,12,Average,Average,Normal,50,3,Normal,1
163,9,197,10,Average,Very little,Normal,50,3,Normal,1
163,9,198,15,A lot,Very little,Low,80,3,Very high,1
163,9,199,17,A lot,Average,Normal,50,3,Normal,1
163,9,200,1,Very little,A little,High,40,3,Somewhat low,1
163,9,201,9,A little,Very much,Low,30,3,Low,1
163,9,202,2,Very little,Average,Normal,50,3,Normal,1
163,9,203,5,A little,Very little,High,60,3,Somewhat high,1
163,9,204,13,Average,A lot,Normal,50,3,Normal,1
163,9,205,21,Very much,Average,Normal,50,3,Normal,1
163,9,206,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
163,9,207,3,Very little,A lot,Low,30,3,Low,1
163,10,208,18,A lot,A lot,Somewhat high,60,3,Somewhat high,1
163,10,209,5,A little,Very little,High,60,3,Somewhat high,1
163,10,210,8,A little,A lot,Somewhat low,40,3,Somewhat low,1
163,10,211,7,A little,Average,Normal,50,3,Normal,1
163,10,212,3,Very little,A lot,Low,30,3,Low,1
163,10,213,19,A lot,Very much,High,70,3,High,1
163,10,214,6,A little,A little,Somewhat high,60,3,Somewhat high,1
163,10,215,9,A little,Very much,Low,30,3,Low,1
163,10,216,17,A lot,Average,Normal,50,3,Normal,1
163,10,217,21,Very much,Average,Normal,50,3,Normal,1
163,10,218,14,Average,Very much,Normal,50,3,Normal,1
163,10,219,16,A lot,A little,Somewhat low,70,3,High,1
163,10,220,22,Very much,A lot,High,70,3,High,1
163,10,221,10,Average,Very little,Normal,50,3,Normal,1
163,10,222,12,Average,Average,Normal,50,3,Normal,1
163,10,223,13,Average,A lot,Normal,50,3,Normal,1
163,10,224,23,Very much,Very much,Extremely high,90,3,Extremely high,1
163,10,225,20,Very much,A little,Low,70,3,High,1
163,10,226,2,Very little,Average,Normal,50,3,Normal,1
163,10,227,4,Very little,Very much,Extremely low,10,3,Extremely low,1
163,10,228,11,Average,A little,Normal,50,3,Normal,1
163,10,229,15,A lot,Very little,Low,40,3,Somewhat low,1
163,10,230,1,Very little,A little,High,40,3,Somewhat low,1
163,11,1,18,A lot,Average,Normal,50,3,Normal,1
163,11,2,14,Average,A lot,Normal,50,3,Normal,1
163,11,3,15,Average,Very much,Normal,50,3,Normal,1
163,11,4,9,A little,A lot,Somewhat low,40,3,Somewhat low,1
163,11,5,4,Very little,A lot,Low,30,3,Low,1
163,11,6,7,A little,A little,Somewhat high,60,3,Somewhat high,1
163,11,7,1,Very little,Very little,Extremely high,60,3,Somewhat high,1
163,11,8,11,Average,Very little,Normal,50,3,Normal,1
163,11,9,23,Very much,Average,Normal,50,3,Normal,1
163,11,10,16,A lot,Very little,Low,70,3,High,1
163,11,11,5,Very little,Very much,Extremely low,10,3,Extremely low,1
163,11,12,24,Very much,A lot,High,70,3,High,1
163,11,13,8,A little,Average,Normal,50,3,Normal,1
163,11,14,19,A lot,A lot,Somewhat high,60,3,Somewhat high,1
163,11,15,3,Very little,Average,Normal,50,3,Normal,1
163,11,16,17,A lot,A little,Somewhat low,40,3,Somewhat low,1
163,11,17,13,Average,Average,Normal,50,3,Normal,1
163,11,18,2,Very little,A little,High,40,3,Somewhat low,1
163,11,19,12,Average,A little,Normal,50,3,Normal,1
163,11,20,6,A little,Very little,High,70,3,High,1
163,11,21,20,A lot,Very much,High,70,3,High,1
163,11,22,25,Very much,Very much,Extremely high,90,3,Extremely high,1
163,11,23,21,Very much,Very little,Extremely low,10,3,Extremely low,1
163,11,24,10,A little,Very much,Low,30,3,Low,1
163,11,25,22,Very much,A little,Low,70,3,High,1
163,12,26,19,A lot,A lot,Somewhat high,60,3,Somewhat high,1
163,12,27,23,Very much,Average,Normal,50,3,Normal,1
163,12,28,2,Very little,A little,High,70,3,High,1
163,12,29,24,Very much,A lot,High,70,3,High,1
163,12,30,11,Average,Very little,Normal,50,3,Normal,1
163,12,31,6,A little,Very little,High,70,3,High,1
163,12,32,16,A lot,Very little,Low,70,3,High,1
163,12,33,17,A lot,A little,Somewhat low,70,3,High,1
163,12,34,7,A little,A little,Somewhat high,60,3,Somewhat high,1
163,12,35,15,Average,Very much,Normal,50,3,Normal,1
163,12,36,14,Average,A lot,Normal,50,3,Normal,1
163,12,37,22,Very much,A little,Low,30,3,Low,1
163,12,38,21,Very much,Very little,Extremely low,10,3,Extremely low,1
163,12,39,3,Very little,Average,Normal,50,3,Normal,1
163,12,40,5,Very little,Very much,Extremely low,10,3,Extremely low,1
163,12,41,8,A little,Average,Normal,50,3,Normal,1
163,12,42,25,Very much,Very much,Extremely high,90,3,Extremely high,1
163,12,43,10,A little,Very much,Low,30,3,Low,1
163,12,44,18,A lot,Average,Normal,50,3,Normal,1
163,12,45,4,Very little,A lot,Low,30,3,Low,1
163,12,46,12,Average,A little,Normal,50,3,Normal,1
163,12,47,13,Average,Average,Normal,50,3,Normal,1
163,12,48,1,Very little,Very little,Extremely high,60,3,Somewhat high,1
163,12,49,20,A lot,Very much,High,60,3,Somewhat high,1
163,12,50,9,A little,A lot,Somewhat low,40,3,Somewhat low,1
164,1,1,13,3,4,50,60,4,60,1
164,1,2,3,1,4,30,30,4,30,1
164,1,3,14,3,5,50,40,4,40,1
164,1,4,2,1,3,50,20,4,20,1
164,1,5,10,3,1,50,20,4,20,1
164,1,6,21,5,3,50,70,4,70,1
164,1,7,17,4,3,50,50,4,50,1
164,1,8,5,2,1,70,40,4,40,1
164,1,9,1,1,2,70,70,4,70,1
164,1,10,22,5,4,70,50,4,50,1
164,1,11,4,1,5,10,70,4,70,1
164,1,12,20,5,2,30,10,4,10,1
164,1,13,7,2,3,50,50,4,50,1
164,1,14,15,4,1,30,50,4,50,1
164,1,15,11,3,2,50,50,4,50,1
164,1,16,23,5,5,90,90,4,90,1
164,1,17,8,2,4,40,60,4,60,1
164,1,18,12,3,3,50,70,4,70,1
164,1,19,19,4,5,70,80,4,80,1
164,1,20,18,4,4,60,60,4,60,1
164,1,21,9,2,5,30,40,4,40,1
164,1,22,16,4,2,40,30,4,30,1
164,1,23,6,2,2,60,50,4,50,1
164,2,24,20,5,2,30,30,4,30,1
164,2,25,3,1,4,30,30,4,30,1
164,2,26,1,1,2,70,20,4,20,1
164,2,27,6,2,2,60,30,4,30,1
164,2,28,5,2,1,70,50,4,50,1
164,2,29,7,2,3,50,50,4,50,1
164,2,30,8,2,4,40,60,4,60,1
164,2,31,13,3,4,50,30,4,30,1
164,2,32,18,4,4,60,50,4,50,1
164,2,33,12,3,3,50,70,4,70,1
164,2,34,10,3,1,50,50,4,50,1
164,2,35,2,1,3,50,50,4,50,1
164,2,36,15,4,1,30,50,4,50,1
164,2,37,21,5,3,50,60,4,60,1
164,2,38,11,3,2,50,50,4,50,1
164,2,39,14,3,5,50,50,4,50,1
164,2,40,17,4,3,50,50,4,50,1
164,2,41,19,4,5,70,50,4,50,1
164,2,42,9,2,5,30,50,4,50,1
164,2,43,4,1,5,10,40,4,40,1
164,2,44,16,4,2,40,50,4,50,1
164,2,45,23,5,5,90,50,4,50,1
164,2,46,22,5,4,70,70,4,70,1
164,3,47,14,3,5,50,50,4,50,1
164,3,48,6,2,2,60,40,4,40,1
164,3,49,3,1,4,30,50,4,50,1
164,3,50,4,1,5,10,40,4,40,1
164,3,51,16,4,2,40,50,4,50,1
164,3,52,19,4,5,70,70,4,70,1
164,3,53,8,2,4,40,40,4,40,1
164,3,54,20,5,2,30,50,4,50,1
164,3,55,5,2,1,70,10,4,10,1
164,3,56,12,3,3,50,50,4,50,1
164,3,57,7,2,3,50,50,4,50,1
164,3,58,10,3,1,50,60,4,60,1
164,3,59,1,1,2,70,30,4,30,1
164,3,60,22,5,4,70,70,4,70,1
164,3,61,17,4,3,50,50,4,50,1
164,3,62,9,2,5,30,50,4,50,1
164,3,63,15,4,1,30,70,4,70,1
164,3,64,21,5,3,50,30,4,30,1
164,3,65,11,3,2,50,50,4,50,1
164,3,66,23,5,5,90,90,4,90,1
164,3,67,18,4,4,60,70,4,70,1
164,3,68,2,1,3,50,40,4,40,1
164,3,69,13,3,4,50,40,4,40,1
164,4,70,23,5,5,90,90,4,90,1
164,4,71,1,1,2,70,70,4,70,1
164,4,72,7,2,3,50,50,4,50,1
164,4,73,19,4,5,70,70,4,70,1
164,4,74,3,1,4,30,30,4,30,1
164,4,75,20,5,2,30,30,4,30,1
164,4,76,15,4,1,30,30,4,30,1
164,4,77,12,3,3,50,60,4,60,1
164,4,78,17,4,3,50,70,4,70,1
164,4,79,21,5,3,50,70,4,70,1
164,4,80,13,3,4,50,50,4,50,1
164,4,81,16,4,2,40,50,4,50,1
164,4,82,8,2,4,40,40,4,40,1
164,4,83,5,2,1,70,50,4,50,1
164,4,84,6,2,2,60,60,4,60,1
164,4,85,14,3,5,50,50,4,50,1
164,4,86,11,3,2,50,50,4,50,1
164,4,87,10,3,1,50,50,4,50,1
164,4,88,9,2,5,30,50,4,50,1
164,4,89,2,1,3,50,70,4,70,1
164,4,90,4,1,5,10,30,4,30,1
164,4,91,18,4,4,60,60,4,60,1
164,4,92,22,5,4,70,70,4,70,1
164,5,93,20,5,2,30,50,4,50,1
164,5,94,15,4,1,30,30,4,30,1
164,5,95,23,5,5,90,60,4,60,1
164,5,96,17,4,3,50,50,4,50,1
164,5,97,3,1,4,30,30,4,30,1
164,5,98,6,2,2,60,60,4,60,1
164,5,99,7,2,3,50,50,4,50,1
164,5,100,8,2,4,40,30,4,30,1
164,5,101,14,3,5,50,60,4,60,1
164,5,102,19,4,5,70,70,4,70,1
164,5,103,16,4,2,40,40,4,40,1
164,5,104,2,1,3,50,70,4,70,1
164,5,105,21,5,3,50,70,4,70,1
164,5,106,18,4,4,60,70,4,70,1
164,5,107,11,3,2,50,50,4,50,1
164,5,108,4,1,5,10,70,4,70,1
164,5,109,9,2,5,30,30,4,30,1
164,5,110,22,5,4,70,70,4,70,1
164,5,111,5,2,1,70,10,4,10,1
164,5,112,1,1,2,70,10,4,10,1
164,5,113,10,3,1,50,30,4,30,1
164,5,114,12,3,3,50,60,4,60,1
164,5,115,13,3,4,50,50,4,50,1
164,6,116,5,2,1,70,70,4,70,1
164,6,117,8,2,4,40,40,4,40,1
164,6,118,3,1,4,30,10,4,10,1
164,6,119,10,3,1,50,70,4,70,1
164,6,120,7,2,3,50,50,4,50,1
164,6,121,21,5,3,50,30,4,30,1
164,6,122,2,1,3,50,70,4,70,1
164,6,123,22,5,4,70,70,4,70,1
164,6,124,19,4,5,70,70,4,70,1
164,6,125,13,3,4,50,30,4,30,1
164,6,126,23,5,5,90,90,4,90,1
164,6,127,17,4,3,50,50,4,50,1
164,6,128,16,4,2,40,40,4,40,1
164,6,129,4,1,5,10,70,4,70,1
164,6,130,20,5,2,30,50,4,50,1
164,6,131,6,2,2,60,60,4,60,1
164,6,132,18,4,4,60,60,4,60,1
164,6,133,12,3,3,50,60,4,60,1
164,6,134,11,3,2,50,50,4,50,1
164,6,135,14,3,5,50,50,4,50,1
164,6,136,9,2,5,30,30,4,30,1
164,6,137,15,4,1,30,50,4,50,1
164,6,138,1,1,2,70,70,4,70,1
164,7,139,2,1,3,50,70,4,70,1
164,7,140,16,4,2,40,40,4,40,1
164,7,141,11,3,2,50,50,4,50,1
164,7,142,6,2,2,60,60,4,60,1
164,7,143,10,3,1,50,50,4,50,1
164,7,144,17,4,3,50,50,4,50,1
164,7,145,23,5,5,90,90,4,90,1
164,7,146,15,4,1,30,70,4,70,1
164,7,147,22,5,4,70,70,4,70,1
164,7,148,12,3,3,50,60,4,60,1
164,7,149,14,3,5,50,50,4,50,1
164,7,150,7,2,3,50,50,4,50,1
164,7,151,9,2,5,30,10,4,10,1
164,7,152,19,4,5,70,70,4,70,1
164,7,153,5,2,1,70,30,4,30,1
164,7,154,20,5,2,30,50,4,50,1
164,7,155,3,1,4,30,70,4,70,1
164,7,156,1,1,2,70,70,4,70,1
164,7,157,4,1,5,10,30,4,30,1
164,7,158,21,5,3,50,50,4,50,1
164,7,159,13,3,4,50,30,4,30,1
164,7,160,8,2,4,40,40,4,40,1
164,7,161,18,4,4,60,60,4,60,1
164,8,162,13,3,4,50,50,4,50,1
164,8,163,23,5,5,90,90,4,90,1
164,8,164,11,3,2,50,50,4,50,1
164,8,165,22,5,4,70,70,4,70,1
164,8,166,5,2,1,70,30,4,30,1
164,8,167,21,5,3,50,30,4,30,1
164,8,168,9,2,5,30,30,4,30,1
164,8,169,7,2,3,50,50,4,50,1
164,8,170,15,4,1,30,30,4,30,1
164,8,171,3,1,4,30,30,4,30,1
164,8,172,8,2,4,40,40,4,40,1
164,8,173,6,2,2,60,60,4,60,1
164,8,174,17,4,3,50,50,4,50,1
164,8,175,14,3,5,50,30,4,30,1
164,8,176,19,4,5,70,30,4,30,1
164,8,177,1,1,2,70,70,4,70,1
164,8,178,16,4,2,40,40,4,40,1
164,8,179,4,1,5,10,70,4,70,1
164,8,180,2,1,3,50,30,4,30,1
164,8,181,10,3,1,50,50,4,50,1
164,8,182,20,5,2,30,30,4,30,1
164,8,183,12,3,3,50,60,4,60,1
164,8,184,18,4,4,60,60,4,60,1
164,9,185,18,4,4,60,60,4,60,1
164,9,186,11,3,2,50,50,4,50,1
164,9,187,10,3,1,50,50,4,50,1
164,9,188,21,5,3,50,30,4,30,1
164,9,189,4,1,5,10,70,4,70,1
164,9,190,1,1,2,70,70,4,70,1
164,9,191,9,2,5,30,30,4,30,1
164,9,192,5,2,1,70,70,4,70,1
164,9,193,3,1,4,30,30,4,30,1
164,9,194,19,4,5,70,70,4,70,1
164,9,195,6,2,2,60,60,4,60,1
164,9,196,12,3,3,50,50,4,50,1
164,9,197,8,2,4,40,40,4,40,1
164,9,198,13,3,4,50,50,4,50,1
164,9,199,20,5,2,30,30,4,30,1
164,9,200,14,3,5,50,50,4,50,1
164,9,201,16,4,2,40,40,4,40,1
164,9,202,23,5,5,90,90,4,90,1
164,9,203,22,5,4,70,70,4,70,1
164,9,204,2,1,3,50,50,4,50,1
164,9,205,7,2,3,50,50,4,50,1
164,9,206,15,4,1,30,30,4,30,1
164,9,207,17,4,3,50,50,4,50,1
164,10,208,16,4,2,40,40,4,40,1
164,10,209,4,1,5,10,10,4,10,1
164,10,210,20,5,2,30,30,4,30,1
164,10,211,19,4,5,70,70,4,70,1
164,10,212,13,3,4,50,50,4,50,1
164,10,213,12,3,3,50,50,4,50,1
164,10,214,9,2,5,30,30,4,30,1
164,10,215,1,1,2,70,70,4,70,1
164,10,216,18,4,4,60,90,4,90,1
164,10,217,17,4,3,50,50,4,50,1
164,10,218,22,5,4,70,70,4,70,1
164,10,219,14,3,5,50,50,4,50,1
164,10,220,11,3,2,50,50,4,50,1
164,10,221,21,5,3,50,50,4,50,1
164,10,222,6,2,2,60,60,4,60,1
164,10,223,5,2,1,70,70,4,70,1
164,10,224,3,1,4,30,30,4,30,1
164,10,225,7,2,3,50,50,4,50,1
164,10,226,8,2,4,40,40,4,40,1
164,10,227,2,1,3,50,30,4,30,1
164,10,228,23,5,5,90,90,4,90,1
164,10,229,10,3,1,50,50,4,50,1
164,10,230,15,4,1,30,30,4,30,1
164,11,1,13,3,3,50,60,4,60,1
164,11,2,11,3,1,50,50,4,50,1
164,11,3,3,1,3,50,50,4,50,1
164,11,4,2,1,2,70,70,4,70,1
164,11,5,20,4,5,70,70,4,70,1
164,11,6,23,5,3,50,50,4,50,1
164,11,7,4,1,4,30,30,4,30,1
164,11,8,21,5,1,10,10,4,10,1
164,11,9,9,2,4,40,40,4,40,1
164,11,10,12,3,2,50,50,4,50,1
164,11,11,1,1,1,90,90,4,90,1
164,11,12,8,2,3,50,50,4,50,1
164,11,13,18,4,3,50,50,4,50,1
164,11,14,22,5,2,30,30,4,30,1
164,11,15,19,4,4,60,60,4,60,1
164,11,16,10,2,5,30,30,4,30,1
164,11,17,7,2,2,60,60,4,60,1
164,11,18,17,4,2,40,40,4,40,1
164,11,19,5,1,5,10,10,4,10,1
164,11,20,6,2,1,70,70,4,70,1
164,11,21,15,3,5,50,50,4,50,1
164,11,22,24,5,4,70,70,4,70,1
164,11,23,16,4,1,30,30,4,30,1
164,11,24,25,5,5,90,90,4,90,1
164,11,25,14,3,4,50,50,4,50,1
164,12,26,14,3,4,50,50,4,50,1
164,12,27,12,3,2,50,50,4,50,1
164,12,28,7,2,2,60,60,4,60,1
164,12,29,25,5,5,90,90,4,90,1
164,12,30,13,3,3,50,50,4,50,1
164,12,31,23,5,3,50,50,4,50,1
164,12,32,8,2,3,50,50,4,50,1
164,12,33,17,4,2,40,40,4,40,1
164,12,34,3,1,3,50,50,4,50,1
164,12,35,24,5,4,70,70,4,70,1
164,12,36,9,2,4,40,40,4,40,1
164,12,37,6,2,1,70,70,4,70,1
164,12,38,1,1,1,90,60,4,60,1
164,12,39,16,4,1,30,30,4,30,1
164,12,40,21,5,1,10,30,4,30,1
164,12,41,15,3,5,50,50,4,50,1
164,12,42,2,1,2,70,70,4,70,1
164,12,43,5,1,5,10,10,4,10,1
164,12,44,4,1,4,30,30,4,30,1
164,12,45,11,3,1,50,50,4,50,1
164,12,46,18,4,3,50,50,4,50,1
164,12,47,10,2,5,30,30,4,30,1
164,12,48,22,5,2,30,30,4,30,1
164,12,49,20,4,5,70,70,4,70,1
164,12,50,19,4,4,60,60,4,60,1
165,1,1,15,A lot,Very little,Very high,70,1,High,1
165,1,2,9,A little,Very much,Very low,30,1,Low,1
165,1,3,4,Very little,A lot,Very low,30,1,Low,1
165,1,4,3,Very little,Average,Low,70,1,High,1
165,1,5,6,A little,A little,Normal,50,1,Normal,1
165,1,6,21,Very much,Average,High,60,1,Somewhat high,1
165,1,7,1,Very little,Very little,Normal,50,1,Normal,1
165,1,8,10,Average,Very little,High,60,1,Somewhat high,1
165,1,9,23,Very much,Very much,Normal,50,1,Normal,1
165,1,10,13,Average,A lot,Somewhat low,30,1,Low,1
165,1,11,19,A lot,Very much,Somewhat low,60,1,Somewhat high,1
165,1,12,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
165,1,13,11,Average,A little,Somewhat high,70,1,High,1
165,1,14,8,A little,A lot,Low,20,1,Very low,1
165,1,15,16,A lot,A little,High,70,1,High,1
165,1,16,7,A little,Average,Somewhat low,40,1,Somewhat low,1
165,1,17,5,A little,Very little,Somewhat high,60,1,Somewhat high,1
165,1,18,14,Average,Very much,Low,20,1,Very low,1
165,1,19,12,Average,Average,Normal,50,1,Normal,1
165,1,20,18,A lot,A lot,Normal,50,1,Normal,1
165,1,21,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
165,1,22,20,Very much,A little,Very high,80,1,Very high,1
165,1,23,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
165,2,24,19,A lot,Very much,Somewhat low,30,1,Low,1
165,2,25,2,Very little,A little,Somewhat low,30,1,Low,1
165,2,26,13,Average,A lot,Somewhat low,30,1,Low,1
165,2,27,1,Very little,Very little,Normal,50,1,Normal,1
165,2,28,23,Very much,Very much,Normal,50,1,Normal,1
165,2,29,8,A little,A lot,Low,30,1,Low,1
165,2,30,5,A little,Very little,Somewhat high,30,1,Low,1
165,2,31,20,Very much,A little,Very high,80,1,Very high,1
165,2,32,15,A lot,Very little,Very high,70,1,High,1
165,2,33,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
165,2,34,12,Average,Average,Normal,50,1,Normal,1
165,2,35,10,Average,Very little,High,40,1,Somewhat low,1
165,2,36,18,A lot,A lot,Normal,50,1,Normal,1
165,2,37,16,A lot,A little,High,70,1,High,1
165,2,38,7,A little,Average,Somewhat low,40,1,Somewhat low,1
165,2,39,11,Average,A little,Somewhat high,60,1,Somewhat high,1
165,2,40,21,Very much,Average,High,70,1,High,1
165,2,41,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
165,2,42,4,Very little,A lot,Very low,30,1,Low,1
165,2,43,3,Very little,Average,Low,40,1,Somewhat low,1
165,2,44,6,A little,A little,Normal,50,1,Normal,1
165,2,45,9,A little,Very much,Very low,20,1,Very low,1
165,2,46,14,Average,Very much,Low,30,1,Low,1
